Date : 2022-05-10 14:43:59
Directory : c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src
Total : 171 files,  529703 codes, 17972 comments, 116546 blanks, all 664221 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\redis\redis.js             | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\redshift\redshift.js       | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\ruby\ruby.js               | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\rust\rust.js               | JavaScript       |          2 |          9 |          0 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\sb\sb.js                   | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\scheme\scheme.js           | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\scss\scss.js               | JavaScript       |          6 |          6 |          1 |         13 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\shell\shell.js             | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\solidity\solidity.js       | JavaScript       |          2 |          9 |          0 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\sql\sql.js                 | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\st\st.js                   | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\swift\swift.js             | JavaScript       |          4 |          9 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\typescript\typescript.js   | JavaScript       |          2 |          9 |          0 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\vb\vb.js                   | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\xml\xml.js                 | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\yaml\yaml.js               | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.css                     | CSS              |          1 |          5 |          0 |          6 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.js                      | JavaScript       |        665 |         54 |         86 |        805 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.nls.js                  | JavaScript       |         20 |          6 |          1 |         27 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.nls.zh-cn.js            | JavaScript       |         22 |          6 |          1 |         29 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\css\cssMode.js                    | JavaScript       |          7 |          6 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\css\cssWorker.js                  | JavaScript       |         38 |          6 |         20 |         64 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\html\htmlMode.js                  | JavaScript       |          7 |          6 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\html\htmlWorker.js                | JavaScript       |        257 |          6 |        191 |        454 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\json\jsonMode.js                  | JavaScript       |          9 |          6 |          1 |         16 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\json\jsonWorker.js                | JavaScript       |         27 |          6 |          4 |         37 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\typescript\tsMode.js              | JavaScript       |         11 |          6 |          4 |         21 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\typescript\tsWorker.js            | JavaScript       |     20,780 |      9,667 |      3,524 |     33,971 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\loader.js                                  | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\mpegts.js\mpegts.js                                             | JavaScript       |          2 |          7 |          0 |          9 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\tinymce.js                                                             | JavaScript       |        114 |          0 |          0 |        114 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\css\404.css                                                                 | CSS              |         54 |          2 |          9 |         65 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\css\base.css                                                                | CSS              |        223 |         25 |         40 |        288 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\css\form.css                                                                | CSS              |        130 |          8 |         28 |        166 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\css\iconfont.css                                                            | CSS              |        447 |          0 |        147 |        594 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\css\login.css                                                               | CSS              |         70 |          2 |          7 |         79 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\README.md                                                                | Markdown         |          2 |          0 |          1 |          3 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\account.js                                                               | JavaScript       |        374 |         15 |          1 |        390 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\admin.js                                                                 | JavaScript       |        283 |         23 |          3 |        309 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\announcement.js                                                          | JavaScript       |        347 |         40 |          3 |        390 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\canvas-particle.js                                                       | JavaScript       |        141 |         17 |         10 |        168 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\class.js                                                                 | JavaScript       |        342 |         29 |          7 |        378 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\department.js                                                            | JavaScript       |        222 |         22 |          3 |        247 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\index.js                                                                 | JavaScript       |         12 |         24 |          1 |         37 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\jquery.js                                                                | JavaScript       |          1 |         13 |          1 |         15 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\login.js                                                                 | JavaScript       |         60 |         15 |          7 |         82 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\main.js                                                                  | JavaScript       |      3,286 |        164 |         30 |      3,480 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\score.js                                                                 | JavaScript       |        375 |         28 |          5 |        408 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\student.js                                                               | JavaScript       |        602 |         49 |          3 |        654 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\teacher.js                                                               | JavaScript       |        530 |         32 |          2 |        564 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\type.js                                                                  | JavaScript       |        199 |         22 |          2 |        223 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\404.html                                                                 | HTML             |         42 |         11 |          5 |         58 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\account.html                                                             | HTML             |          1 |         11 |          1 |         13 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\admin.html                                                               | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\announcement.html                                                        | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\base.html                                                                | HTML             |        397 |         28 |          7 |        432 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\department.html                                                          | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\index.html                                                               | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\login.html                                                               | HTML             |         90 |         11 |          1 |        102 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\lookannouncement.html                                                    | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\lookclass.html                                                           | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\lookscore.html                                                           | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\myclass.html                                                             | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\score.html                                                               | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\student.html                                                             | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\teacher.html                                                             | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\test.html                                                                | HTML             |          1 |         11 |          1 |         13 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\type_crud.html                                                           | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\users.html                                                               | HTML             |        345 |         11 |         12 |        368 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\DataBase.sql                                                                           | SQL              |        109 |          2 |         13 |        124 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\Database.py                                                                            | Python           |        715 |         29 |         46 |        790 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\Dockerfile                                                                             | Docker           |          7 |          8 |          2 |         17 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\requirements.txt                                                                       | pip requirements |         43 |          0 |          0 |         43 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\run.py                                                                                 | Python           |          4 |         15 |          3 |         22 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\test.py                                                                                | Python           |         52 |         14 |          3 |         69 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_admin.sql                                                                 | SQL              |         39 |          0 |          6 |         45 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_announcement.sql                                                          | SQL              |         50 |          0 |          7 |         57 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_class.sql                                                                 | SQL              |         62 |          0 |          8 |         70 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_department.sql                                                            | SQL              |         44 |          0 |          5 |         49 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_score.sql                                                                 | SQL              |        219 |          0 |          7 |        226 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_student.sql                                                               | SQL              |        669 |          0 |         16 |        685 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_teacher.sql                                                               | SQL              |        233 |          0 |         13 |        246 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_type.sql                                                                  | SQL              |         20 |          0 |          4 |         24 |
| Total                                                                                                                                                                |                  |    529,703 |     17,972 |    116,546 |    664,221 |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
